20200405184826,390,22.5,22.375,22.437
20200405184929,380,22.5,22.312,22.375
20200405185032,400,22.437,22.312,22.375
20200405185135,390,22.437,22.312,22.375
20200405185238,400,22.5,22.312,22.375
20200405185341,400,22.5,22.375,22.375
20200405185444,400,22.5,22.375,22.375
20200405185547,410,22.5,22.375,22.437
20200405185650,400,22.562,22.375,22.437
20200405185752,390,22.562,22.437,22.5
20200405185855,390,22.625,22.437,22.5
20200405185958,410,22.687,22.5,22.562
20200405190101,380,22.75,22.562,22.625
20200405190203,400,22.812,22.625,22.687
20200405190308,380,22.812,22.75,22.75
20200405190411,390,22.937,22.75,22.812
20200405190513,390,23.0,22.812,22.875
20200405190616,390,23.062,22.875,22.937
20200405190719,390,23.125,22.937,23.0
20200405190821,380,23.187,23.0,23.062
20200405190924,380,23.187,23.062,23.125
20200405191027,390,23.312,23.125,23.187
20200405191130,390,23.375,23.187,23.187
20200405191232,380,23.375,23.25,23.25
20200405191335,400,23.437,23.25,23.312
20200405191438,400,23.437,23.312,23.312
20200405191540,410,23.5,23.312,23.375
20200405191643,400,23.562,23.375,23.437
20200405191746,400,23.625,23.437,23.5
20200405191849,410,23.625,23.5,23.5
20200405191951,390,23.687,23.5,23.625
20200405192054,400,23.75,23.562,23.625
20200405192157,400,23.812,23.625,23.687
20200405192259,400,23.875,23.687,23.75
20200405192402,430,23.875,23.75,23.75
20200405192505,430,23.937,23.75,23.812
20200405192608,430,23.937,23.812,23.875
20200405192710,420,24.0,23.875,23.937
20200405192813,440,24.062,23.875,23.937
20200405192916,420,24.062,23.937,24.0
20200405193019,440,24.125,24.0,24.0
20200405193121,430,24.187,24.0,24.062
20200405193224,430,24.187,24.0,24.062
20200405193327,430,24.187,24.062,24.125
20200405193429,430,24.25,24.125,24.125
20200405193532,450,24.312,24.125,24.187
20200405193635,430,24.312,24.187,24.187
20200405193738,440,24.312,24.187,24.25
20200405193840,460,24.375,24.25,24.25
20200405193943,450,24.375,24.25,24.25
20200405194046,440,24.437,24.312,24.312
20200405194148,480,24.437,24.312,24.312
20200405194251,460,24.5,24.312,24.375
20200405194354,470,24.5,24.312,24.375
20200405194457,440,24.5,24.375,24.375
20200405194559,440,24.562,24.375,24.375
20200405194702,440,24.562,24.375,24.437
20200405194805,440,24.562,24.437,24.437
20200405194907,440,24.562,24.437,24.437
20200405195010,450,24.625,24.437,24.5
20200405195113,430,24.625,24.437,24.5
20200405195216,470,24.625,24.5,24.5
20200405195318,460,24.687,24.5,24.5
20200405195421,430,24.687,24.5,24.562
20200405195524,480,24.687,24.562,24.562
20200405195627,460,24.687,24.562,24.562
20200405195729,460,24.687,24.562,24.562
20200405195832,460,24.687,24.562,24.562
20200405195935,450,24.687,24.562,24.625
20200405200037,470,24.687,24.562,24.625
20200405200140,460,24.75,24.562,24.625
20200405200243,470,24.75,24.562,24.625
20200405200346,460,24.75,24.562,24.625
20200405200448,480,24.75,24.625,24.625
20200405200551,480,24.75,24.625,24.625
20200405200654,470,24.75,24.625,24.625
20200405200757,480,24.75,24.625,24.625
20200405200859,490,24.75,24.625,24.625
20200405201002,460,24.75,24.562,24.625
20200405201105,480,24.75,24.625,24.625
20200405201207,490,24.687,24.562,24.562
20200405201310,470,24.687,24.562,24.625
20200405201413,470,24.687,24.625,24.625
20200405201516,440,24.75,24.625,24.687
20200405201618,470,24.75,24.625,24.625
20200405201721,450,24.75,24.625,24.687
20200405201824,470,24.812,24.687,24.687
20200405201926,450,24.812,24.687,24.687
20200405202029,470,24.812,24.687,24.75
20200405202132,480,24.875,24.75,24.75
20200405202235,490,24.875,24.75,24.75
20200405202337,470,24.875,24.75,24.75
20200405202440,460,24.937,24.812,24.812
20200405202543,460,24.937,24.812,24.812
20200405202645,490,24.937,24.812,24.812
20200405202748,490,24.937,24.875,24.875
20200405202851,510,25.0,24.875,24.875
20200405202954,490,25.0,24.875,24.875
20200405203056,510,25.0,24.937,24.875
20200405203159,490,25.062,24.937,24.937
20200405203302,510,25.062,24.937,25.0
20200405203405,490,25.062,24.937,25.0
20200405203507,510,25.062,24.937,25.0
20200405203610,520,25.125,25.0,25.0
20200405203713,520,25.125,25.0,25.062
20200405203815,520,25.187,25.062,25.062
20200405203918,500,25.187,25.062,25.062
20200405204021,530,25.187,25.125,25.125
20200405204124,520,25.25,25.125,25.125
20200405204226,530,25.25,25.187,25.187
20200405204329,510,25.312,25.187,25.187
20200405204432,530,25.312,25.187,25.187
20200405204534,530,25.312,25.187,25.187
20200405204637,520,25.312,25.25,25.187
20200405204740,520,25.375,25.25,25.25
20200405204843,520,25.375,25.25,25.25
20200405204945,530,25.375,25.312,25.25
20200405205048,520,25.375,25.25,25.312
20200405205151,520,25.437,25.25,25.312
20200405205253,520,25.375,25.312,25.312
20200405205356,520,25.437,25.312,25.312
20200405205459,530,25.437,25.312,25.375
20200405205602,530,25.437,25.312,25.375
20200405205704,520,25.437,25.312,25.375
20200405205807,520,25.437,25.312,25.375
20200405205910,520,25.5,25.375,25.375
20200405210013,520,25.5,25.375,25.375
20200405210115,540,25.5,25.375,25.375
20200405210218,520,25.5,25.312,25.375
20200405210321,540,25.5,25.375,25.375
20200405210423,540,25.5,25.375,25.375
20200405210526,540,25.5,25.375,25.375
20200405210629,530,25.5,25.375,25.375
20200405210732,530,25.5,25.375,25.375
20200405210834,530,25.5,25.375,25.375
20200405210937,550,25.5,25.375,25.375
20200405211040,520,25.5,25.375,25.375
20200405211142,530,25.5,25.375,25.375
20200405211245,530,25.5,25.375,25.375
20200405211348,540,25.5,25.375,25.437
20200405211451,560,25.562,25.437,25.437
20200405211553,530,25.562,25.437,25.437
20200405211656,540,25.5,25.437,25.437
