20200405135149,750,24.0,23.875,23.875
20200405135252,750,23.937,23.75,23.812
20200405135354,740,23.875,23.75,23.812
20200405135457,730,23.875,23.75,23.75
20200405135600,730,23.875,23.75,23.75
20200405135702,720,23.812,23.687,23.75
20200405135805,750,23.812,23.687,23.75
20200405135908,730,23.812,23.687,23.75
20200405140011,700,23.75,23.625,23.687
20200405140113,710,23.812,23.625,23.687
20200405140216,700,23.75,23.625,23.625
20200405140319,680,23.687,23.562,23.625
20200405140421,640,23.687,23.562,23.625
20200405140524,630,23.687,23.562,23.562
20200405140627,640,23.687,23.562,23.562
20200405140730,610,23.625,23.5,23.562
20200405140832,610,23.625,23.5,23.5
20200405140935,620,23.625,23.5,23.5
20200405141038,620,23.625,23.437,23.5
20200405141140,620,23.625,23.437,23.5
20200405141243,620,23.562,23.437,23.5
20200405141346,610,23.562,23.437,23.437
20200405141449,620,23.562,23.375,23.437
20200405141551,620,23.562,23.437,23.437
20200405141654,620,23.5,23.437,23.437
20200405141757,610,23.562,23.375,23.437
20200405141900,620,23.5,23.375,23.437
20200405142002,620,23.5,23.375,23.437
20200405142105,610,23.562,23.375,23.437
20200405142208,630,23.5,23.375,23.437
20200405142310,630,23.5,23.375,23.437
20200405142413,620,23.5,23.375,23.437
20200405142516,620,23.5,23.375,23.375
20200405142619,620,23.437,23.312,23.375
20200405142721,610,23.5,23.312,23.375
20200405142824,640,23.437,23.312,23.312
20200405142927,630,23.437,23.312,23.312
20200405143029,620,23.375,23.25,23.312
20200405143132,620,23.375,23.25,23.312
20200405143235,610,23.375,23.25,23.312
20200405143338,610,23.375,23.25,23.25
20200405143440,610,23.375,23.25,23.25
20200405143543,620,23.375,23.25,23.25
20200405143646,610,23.375,23.25,23.25
20200405143748,610,23.375,23.25,23.25
20200405143851,610,23.312,23.187,23.25
20200405143954,610,23.312,23.187,23.25
20200405144057,610,23.312,23.187,23.187
20200405144159,600,23.312,23.187,23.25
20200405144302,620,23.312,23.187,23.187
